date,Pasture,NDVI,Year,Source
2000-02-24,10S,0.12811465464850633,2000,LMF
2000-02-25,10S,0.12675380202291148,2000,LMF
2000-02-26,10S,0.12547679796175776,2000,LMF
2000-02-27,10S,0.12428232665387898,2000,LMF
2000-02-28,10S,0.12316907228810887,2000,LMF
2000-02-29,10S,0.1221357190532813,2000,LMF
2000-03-01,10S,0.12118095113822999,2000,LMF
2000-03-02,10S,0.12030345273178872,2000,LMF
2000-03-03,10S,0.11950190802279126,2000,LMF
2000-03-04,10S,0.11877500120007141,2000,LMF
2000-03-05,10S,0.11812141645246292,2000,LMF
2000-03-06,10S,0.1175398379687996,2000,LMF
2000-03-07,10S,0.11702894993791518,2000,LMF
2000-03-08,10S,0.11658743654864348,2000,LMF
2000-03-09,10S,0.11621398198981828,2000,LMF
2000-03-10,10S,0.11590727045027333,2000,LMF
2000-03-11,10S,0.1156659861188424,2000,LMF
2000-03-12,10S,0.1154888131843593,2000,LMF
2000-03-13,10S,0.1153744358356578,2000,LMF
2000-03-14,10S,0.11532153826157167,2000,LMF
2000-03-15,10S,0.11532880465093467,2000,LMF
2000-03-16,10S,0.11539491919258059,2000,LMF
2000-03-17,10S,0.11551856607534325,2000,LMF
2000-03-18,10S,0.11569842948805636,2000,LMF
2000-03-19,10S,0.11593319361955376,2000,LMF
2000-03-20,10S,0.11622154265866917,2000,LMF
2000-03-21,10S,0.11656216079423637,2000,LMF
2000-03-22,10S,0.1169537322150892,2000,LMF
2000-03-23,10S,0.11739494111006138,2000,LMF
2000-03-24,10S,0.1178844716679929,2000,LMF
2000-03-25,10S,0.11829281944442474,2000,LMF
2000-03-26,10S,0.11878352422327317,2000,LMF
2000-03-27,10S,0.11934823851541933,2000,LMF
2000-03-28,10S,0.11998395443695192,2000,LMF
2000-03-29,10S,0.12067956400810635,2000,LMF
2000-03-30,10S,0.12142409601635873,2000,LMF
2000-03-31,10S,0.12220830317681838,2000,LMF
2000-04-01,10S,0.12303014904987129,2000,LMF
2000-04-02,10S,0.12388592441989486,2000,LMF
2000-04-03,10S,0.12477135124832392,2000,LMF
2000-04-04,10S,0.12569170270362254,2000,LMF
2000-04-05,10S,0.1266374222215258,2000,LMF
2000-04-06,10S,0.12762199991662437,2000,LMF
2000-04-07,10S,0.12865041627046944,2000,LMF
2000-04-08,10S,0.12972162804632525,2000,LMF
2000-04-09,10S,0.13082945225272744,2000,LMF
2000-04-10,10S,0.1319620637147558,2000,LMF
2000-04-11,10S,0.133126161229002,2000,LMF
2000-04-12,10S,0.13432218686549627,2000,LMF
2000-04-13,10S,0.13556649482050645,2000,LMF
2000-04-14,10S,0.1368365429654213,2000,LMF
2000-04-15,10S,0.13811950259816574,2000,LMF
2000-04-16,10S,0.13938932402782558,2000,LMF
2000-04-17,10S,0.1406458828029463,2000,LMF
2000-04-18,10S,0.1418915973117829,2000,LMF
2000-04-19,10S,0.14313400437572346,2000,LMF
2000-04-20,10S,0.1443682014637884,2000,LMF
2000-04-21,10S,0.14560317238197923,2000,LMF
2000-04-22,10S,0.14684860511339565,2000,LMF
2000-04-23,10S,0.1481248797530756,2000,LMF
2000-04-24,10S,0.14944338363324927,2000,LMF
2000-04-25,10S,0.15081930635320684,2000,LMF
2000-04-26,10S,0.1522610382509516,2000,LMF
2000-04-27,10S,0.15378753612413051,2000,LMF
2000-04-28,10S,0.15540322070103887,2000,LMF
2000-04-29,10S,0.1571146418651656,2000,LMF
2000-04-30,10S,0.1589290736229906,2000,LMF
2000-05-01,10S,0.1608571359912205,2000,LMF
2000-05-02,10S,0.16290481521789343,2000,LMF
2000-05-03,10S,0.1650730072746929,2000,LMF
2000-05-04,10S,0.16733284264947149,2000,LMF
2000-05-05,10S,0.16967558753830858,2000,LMF
2000-05-06,10S,0.17205970229583767,2000,LMF
2000-05-07,10S,0.17449089032089146,2000,LMF
2000-05-08,10S,0.1769579754166344,2000,LMF
2000-05-09,10S,0.17945406098138622,2000,LMF
2000-05-10,10S,0.18194532764596616,2000,LMF
2000-05-11,10S,0.1844073624008738,2000,LMF
2000-05-12,10S,0.18681856079763132,2000,LMF
2000-05-13,10S,0.1891631410266122,2000,LMF
2000-05-14,10S,0.19143208670184392,2000,LMF
2000-05-15,10S,0.19359712114848274,2000,LMF
2000-05-16,10S,0.19565175345733066,2000,LMF
2000-05-17,10S,0.1975932026615352,2000,LMF
2000-05-18,10S,0.19941100414483287,2000,LMF
2000-05-19,10S,0.201110034517529,2000,LMF
2000-05-20,10S,0.20269791412538365,2000,LMF
2000-05-21,10S,0.2041744926655191,2000,LMF
2000-05-23,10S,0.20554628022444227,2000,LMF
2000-05-24,10S,0.2068156243906886,2000,LMF
2000-05-25,10S,0.20798699486878056,2000,LMF
2000-05-26,10S,0.20906140048249142,2000,LMF
2000-05-27,10S,0.21004097279398712,2000,LMF
2000-05-28,10S,0.2109335105295065,2000,LMF
2000-05-29,10S,0.21174368296506235,2000,LMF
2000-05-30,10S,0.21248568692043945,2000,LMF
2000-05-31,10S,0.21314744819324527,2000,LMF
2000-06-01,10S,0.21373312057081434,2000,LMF
2000-06-02,10S,0.214251784278338,2000,LMF
2000-06-03,10S,0.21469076440474016,2000,LMF
2000-06-04,10S,0.21506513567756957,2000,LMF
2000-06-05,10S,0.21536328179845876,2000,LMF
2000-06-06,10S,0.21559080720265575,2000,LMF
2000-06-07,10S,0.215749140505187,2000,LMF
2000-06-08,10S,0.21584419086752646,2000,LMF
2000-06-09,10S,0.21588473268949318,2000,LMF
2000-06-10,10S,0.21584464336811116,2000,LMF
2000-06-11,10S,0.21571609912594217,2000,LMF
2000-06-12,10S,0.21548445487422965,2000,LMF
2000-06-13,10S,0.21517185574187112,2000,LMF
2000-06-14,10S,0.21478393808965476,2000,LMF
2000-06-15,10S,0.2143480485245382,2000,LMF
2000-06-16,10S,0.2138855694487587,2000,LMF
2000-06-17,10S,0.21340620473991542,2000,LMF
2000-06-18,10S,0.21291870362701598,2000,LMF
2000-06-19,10S,0.21245017039671235,2000,LMF
2000-06-20,10S,0.21200422103025307,2000,LMF
2000-06-21,10S,0.2115924048402018,2000,LMF
2000-06-22,10S,0.21122186843372856,2000,LMF
2000-06-23,10S,0.21089228823441036,2000,LMF
2000-06-24,10S,0.21060547574300853,2000,LMF
2000-06-25,10S,0.2103724638752129,2000,LMF
2000-06-26,10S,0.21017952977664656,2000,LMF
2000-06-27,10S,0.21003097365683937,2000,LMF
2000-06-28,10S,0.20990266496409193,2000,LMF
2000-06-29,10S,0.20977330121321972,2000,LMF
2000-06-30,10S,0.20960865455382927,2000,LMF
2000-07-01,10S,0.20938548056323536,2000,LMF
2000-07-02,10S,0.20906559909726324,2000,LMF
2000-07-03,10S,0.2086448569713103,2000,LMF
2000-07-04,10S,0.20811649943820107,2000,LMF
2000-07-05,10S,0.20748100720874316,2000,LMF
2000-07-06,10S,0.20672000597774196,2000,LMF
2000-07-07,10S,0.2058354373443288,2000,LMF
2000-07-08,10S,0.20478029422789248,2000,LMF
2000-07-09,10S,0.2035885918126759,2000,LMF
2000-07-10,10S,0.2022917539876485,2000,LMF
2000-07-11,10S,0.20092287825294294,2000,LMF
2000-07-12,10S,0.19951008512196486,2000,LMF
2000-07-13,10S,0.1980914724052903,2000,LMF
2000-07-14,10S,0.1966922166258425,2000,LMF
2000-07-15,10S,0.1953381963799768,2000,LMF
2000-07-16,10S,0.19406241353455647,2000,LMF
2000-07-17,10S,0.19288152784876245,2000,LMF
2000-07-18,10S,0.19180137399215189,2000,LMF
2000-07-19,10S,0.1908284171563407,2000,LMF
2000-07-20,10S,0.18998029084199639,2000,LMF
2000-07-21,10S,0.1892676789171359,2000,LMF
2000-07-22,10S,0.1886849111680725,2000,LMF
2000-07-23,10S,0.18824033626700104,2000,LMF
2000-07-24,10S,0.18794976767900057,2000,LMF
2000-07-25,10S,0.18781265169965408,2000,LMF
2000-07-26,10S,0.1878703376490114,2000,LMF
2000-07-27,10S,0.18810537852852327,2000,LMF
2000-07-28,10S,0.18851421592556744,2000,LMF
2000-07-29,10S,0.18911234652346137,2000,LMF
2000-07-30,10S,0.1898943550424734,2000,LMF
2000-07-31,10S,0.1908731944955904,2000,LMF
2000-08-01,10S,0.19206840814466114,2000,LMF
2000-08-02,10S,0.19351135828129976,2000,LMF
2000-08-03,10S,0.19521603724198575,2000,LMF
2000-08-04,10S,0.1971710363748506,2000,LMF
2000-08-05,10S,0.19938690932607694,2000,LMF
2000-08-06,10S,0.20183035816730627,2000,LMF
2000-08-07,10S,0.20448865145805045,2000,LMF
2000-08-08,10S,0.2073415820554529,2000,LMF
2000-08-09,10S,0.2103870458602868,2000,LMF
2000-08-10,10S,0.21360735620592863,2000,LMF
2000-08-11,10S,0.2169597118453568,2000,LMF
2000-08-12,10S,0.2204362459691217,2000,LMF
2000-08-13,10S,0.22398645366831954,2000,LMF
2000-08-14,10S,0.22757004755498755,2000,LMF
2000-08-15,10S,0.23116131079783722,2000,LMF
2000-08-16,10S,0.2347380054340182,2000,LMF
2000-08-17,10S,0.23826355355019052,2000,LMF
2000-08-18,10S,0.24170332517183912,2000,LMF
2000-08-19,10S,0.2450168649443565,2000,LMF
2000-08-20,10S,0.24818091230730285,2000,LMF
2000-08-21,10S,0.25117612875627693,2000,LMF
2000-08-22,10S,0.25399758576233994,2000,LMF
2000-08-23,10S,0.25661830834672306,2000,LMF
2000-08-24,10S,0.25902709204584434,2000,LMF
2000-08-25,10S,0.2612066509587229,2000,LMF
2000-08-26,10S,0.26313169555096316,2000,LMF
2000-08-27,10S,0.26480847557110726,2000,LMF
2000-08-28,10S,0.26625779743172273,2000,LMF
2000-08-29,10S,0.2674966843647445,2000,LMF
2000-08-30,10S,0.26855382994041843,2000,LMF
2000-08-31,10S,0.26942530918681534,2000,LMF
2000-09-01,10S,0.2701143812143896,2000,LMF
2000-09-02,10S,0.2706221520569776,2000,LMF
2000-09-03,10S,0.2709847858428146,2000,LMF
2000-09-04,10S,0.271217612735399,2000,LMF
2000-09-05,10S,0.2713804210926414,2000,LMF
2000-09-06,10S,0.2714808787088363,2000,LMF
2000-09-07,10S,0.27150165104909396,2000,LMF
2000-09-08,10S,0.2714400913837117,2000,LMF
2000-09-09,10S,0.2712749823878096,2000,LMF
2000-09-10,10S,0.27100509577127585,2000,LMF
2000-09-11,10S,0.27062106026960014,2000,LMF
2000-09-12,10S,0.2701134921082402,2000,LMF
2000-09-13,10S,0.2694620882683976,2000,LMF
2000-09-14,10S,0.2686804872362286,2000,LMF
2000-09-15,10S,0.26777393528684634,2000,LMF
2000-09-16,10S,0.2667473623866294,2000,LMF
2000-09-17,10S,0.26560838612189075,2000,LMF
2000-09-18,10S,0.26433780378939775,2000,LMF
2000-09-19,10S,0.26294951345887013,2000,LMF
2000-09-20,10S,0.26143622956331347,2000,LMF
2000-09-21,10S,0.25980898937240265,2000,LMF
2000-09-22,10S,0.2580988836500126,2000,LMF
2000-09-23,10S,0.2562942850864728,2000,LMF
2000-09-24,10S,0.2544247053101924,2000,LMF
2000-09-25,10S,0.25251038921817365,2000,LMF
2000-09-26,10S,0.25059373463051027,2000,LMF
2000-09-27,10S,0.24871319042729895,2000,LMF
2000-09-28,10S,0.24687968502353372,2000,LMF
2000-09-29,10S,0.24510068687604647,2000,LMF
2000-09-30,10S,0.24336022960066409,2000,LMF
2000-10-01,10S,0.24164967185469388,2000,LMF
2000-10-02,10S,0.2399622352554012,2000,LMF
2000-10-03,10S,0.23826885541932535,2000,LMF
2000-10-04,10S,0.23652446732974625,2000,LMF
2000-10-05,10S,0.234746999843845,2000,LMF
2000-10-06,10S,0.2329178869620569,2000,LMF
2000-10-07,10S,0.23100567555886087,2000,LMF
2000-10-08,10S,0.22897349057480434,2000,LMF
2000-10-09,10S,0.22681103624384966,2000,LMF
2000-10-10,10S,0.22449251998769487,2000,LMF
2000-10-11,10S,0.22203561762259189,2000,LMF
2000-10-12,10S,0.2194501126875234,2000,LMF
2000-10-13,10S,0.21670847504272672,2000,LMF
2000-10-14,10S,0.2138384051866647,2000,LMF
2000-10-15,10S,0.21084157104590862,2000,LMF
2000-10-16,10S,0.20773747298567977,2000,LMF
2000-10-17,10S,0.2045576164727388,2000,LMF
2000-10-18,10S,0.20131824760337247,2000,LMF
2000-10-19,10S,0.1980481186669103,2000,LMF
2000-10-20,10S,0.19472218759756624,2000,LMF
2000-10-21,10S,0.1913743584891862,2000,LMF
2000-10-22,10S,0.1880264392066442,2000,LMF
2000-10-23,10S,0.18469125896592375,2000,LMF
2000-10-24,10S,0.1814048106717175,2000,LMF
2000-10-25,10S,0.17818272712855557,2000,LMF
2000-10-26,10S,0.17503029161983957,2000,LMF
2000-10-27,10S,0.17194698400726097,2000,LMF
2000-10-28,10S,0.16893282173628424,2000,LMF
2000-10-29,10S,0.16600450091370622,2000,LMF
2000-10-30,10S,0.16316699684521874,2000,LMF
2000-10-31,10S,0.16046805393217256,2000,LMF
2000-11-01,10S,0.1578910612425711,2000,LMF
2000-11-02,10S,0.15542539776480835,2000,LMF
2000-11-03,10S,0.15306192787365397,2000,LMF
2000-11-04,10S,0.15078885881201873,2000,LMF
2000-11-05,10S,0.148616239848082,2000,LMF
2000-11-06,10S,0.14652398852766838,2000,LMF
2000-11-07,10S,0.14451920195957474,2000,LMF
2000-11-08,10S,0.14259921280038476,2000,LMF
2000-11-09,10S,0.14077782889956658,2000,LMF
2000-11-10,10S,0.13906744787274672,2000,LMF
2000-11-11,10S,0.13747387079058912,2000,LMF
2000-11-12,10S,0.13599657396724146,2000,LMF
2000-11-13,10S,0.13463319516356842,2000,LMF
2000-11-14,10S,0.13339279618227196,2000,LMF
2000-11-15,10S,0.13226439287002797,2000,LMF
2000-11-16,10S,0.13125965370294704,2000,LMF
2000-11-17,10S,0.1303831418847383,2000,LMF
2000-11-18,10S,0.12965154532358142,2000,LMF
2000-11-19,10S,0.12907863938404124,2000,LMF
2000-11-20,10S,0.12863966293387424,2000,LMF
2000-11-21,10S,0.12831723779941792,2000,LMF
2000-11-22,10S,0.12811079535282086,2000,LMF
2000-11-23,10S,0.12800868164659532,2000,LMF
2000-11-24,10S,0.12797751987290015,2000,LMF
2000-11-25,10S,0.12799266068351844,2000,LMF
2000-11-26,10S,0.12803447854825709,2000,LMF
2000-11-27,10S,0.12809161333996533,2000,LMF
2000-11-28,10S,0.12813209504164325,2000,LMF
2000-11-29,10S,0.12813717840600222,2000,LMF
2000-11-30,10S,0.12808852007941615,2000,LMF
2000-12-01,10S,0.1279640455191616,2000,LMF
2000-12-02,10S,0.12813667000637993,2000,LMF
2000-12-03,10S,0.12831581406216563,2000,LMF
2000-12-04,10S,0.12849574133285183,2000,LMF
2000-12-05,10S,0.12867071546477837,2000,LMF
2000-12-06,10S,0.12883500010428506,2000,LMF
2000-12-07,10S,0.12898285889771172,2000,LMF
2000-12-08,10S,0.12910855549139824,2000,LMF
2000-12-09,10S,0.12920635353168444,2000,LMF
2000-12-10,10S,0.12927051666491016,2000,LMF
2000-12-11,10S,0.12929530853741522,2000,LMF
2000-12-12,10S,0.12927499279553945,2000,LMF
2000-12-13,10S,0.12920383308562275,2000,LMF
2000-12-14,10S,0.1290760930540049,2000,LMF
2000-12-15,10S,0.12888603634702575,2000,LMF
2000-12-16,10S,0.1286279266110251,2000,LMF
2000-12-17,10S,0.12829602749234287,2000,LMF
2000-12-18,10S,0.12788460263731888,2000,LMF
2000-12-19,10S,0.12738791569229285,2000,LMF
2000-12-20,10S,0.1268002303036048,2000,LMF
2000-12-21,10S,0.12611581011759443,2000,LMF
2000-12-22,10S,0.12532891878060165,2000,LMF
2000-12-23,10S,0.12443381993896624,2000,LMF
2000-12-24,10S,0.1234247772390281,2000,LMF
2000-12-25,10S,0.12229605432712704,2000,LMF
2000-12-26,10S,0.12104191484960287,2000,LMF
2000-12-27,10S,0.11965662245279546,2000,LMF
2000-12-28,10S,0.11813444078304465,2000,LMF
2000-12-29,10S,0.11646963348669026,2000,LMF
2000-12-30,10S,0.11465646421007213,2000,LMF
2001-01-01,10S,0.11195088489011773,2001,LMF
2001-01-02,10S,0.11301256494844356,2001,LMF
2001-01-03,10S,0.11391606081095353,2001,LMF
2001-01-04,10S,0.11466766294171335,2001,LMF
2001-01-05,10S,0.11527366180478861,2001,LMF
2001-01-06,10S,0.11574034786424503,2001,LMF
2001-01-07,10S,0.11607401158414826,2001,LMF
2001-01-08,10S,0.11628094342856397,2001,LMF
2001-01-09,10S,0.11636743386155782,2001,LMF
2001-01-10,10S,0.11633977334719545,2001,LMF
2001-01-11,10S,0.11620425234954256,2001,LMF
2001-01-12,10S,0.1159671613326648,2001,LMF
2001-01-13,10S,0.11563479076062781,2001,LMF
